movie_id,title,genre,release_year,duration_mins,language,age_rating,avg_rating
972,Maybe child,Horror,1990,123,English,NC-17,2.35
973,Thus husband,Action,1983,105,Japanese,PG,3.81
974,Experience particular,Drama,1988,122,Hindi,PG-13,4.93
975,Reach will win,Romance,2008,153,Hindi,G,3.76
976,He training him,Romance,1988,92,English,R,3.83
977,Show network participant,Sci-Fi,2014,149,French,PG,3.27
978,While son,Romance,2000,153,French,PG-13,4.47
979,Arrive account home generation,Comedy,1984,127,Hindi,R,2.18
980,There billion seem,Sci-Fi,2014,106,French,G,4.1
981,Avoid political form,Thriller,1991,173,English,NC-17,4.43
982,He car within reality,Horror,2000,152,English,NC-17,4.28
983,True past,Horror,2013,147,French,NC-17,1.62
984,Reveal issue,Sci-Fi,2000,112,Japanese,PG-13,1.44
985,Key season,Drama,1982,166,Hindi,PG,4.49
986,Paper decide order,Horror,1986,122,Hindi,G,1.13
987,Line civil,Thriller,2022,122,German,NC-17,3.81
988,Leg national into,Sci-Fi,1983,106,Hindi,NC-17,3.87
989,Similar cell throw,Action,1993,143,French,G,2.87
990,Day environment,Action,2003,131,Japanese,R,4.29
991,Red dinner,Action,2019,94,German,G,3.94
992,Maybe among very financial,Sci-Fi,1984,180,Hindi,NC-17,1.39
993,Structure have news,Horror,2014,109,Hindi,PG,3.1
994,Wear stay hour technology,Horror,2016,140,Hindi,NC-17,4.0
995,Drive church,Thriller,1986,158,Japanese,NC-17,2.43
996,Close significant door single,Documentary,2024,145,French,G,1.67
997,Find represent teach,Comedy,2015,111,German,PG-13,3.63
998,Assume knowledge,Documentary,2002,175,Spanish,NC-17,4.97
999,Some simply,Romance,2003,112,Korean,R,4.3
1000,Night their oil,Romance,2018,90,German,NC-17,1.86
1001,Rock choose,Sci-Fi,2003,117,French,R,1.0
1002,Produce wish,Action,1998,136,English,NC-17,1.54
1003,Hit ground degree,Sci-Fi,1980,98,Hindi,PG,4.42
1004,Tell ask,Action,2024,165,Spanish,NC-17,3.05
1005,Stop leg choice still,Comedy,1986,64,French,PG-13,1.62
1006,Cover skill,Sci-Fi,2003,173,German,PG,1.93
1007,Quite power outside,Sci-Fi,1985,133,French,NC-17,4.67
1008,Family red,Drama,2000,161,French,PG,2.95
1009,Property we attorney,Drama,2018,142,Spanish,G,3.92
1010,Animal follow meet,Thriller,1985,159,English,PG-13,2.39
1011,Tv,Thriller,2006,179,Korean,G,4.48
1012,Newspaper arm between with,Horror,2021,168,German,G,3.54
1013,Institution,Thriller,1983,99,German,G,2.28
1014,Measure fly,Comedy,2000,124,Japanese,PG,1.61
1015,Single section attorney,Thriller,2008,156,German,NC-17,3.02
1016,Nice,Horror,2007,97,Korean,R,1.59
1017,North movement from,Romance,1985,120,German,G,3.19
1018,Save although economy religious,Sci-Fi,1985,111,German,R,4.1
1019,State mind image on,Comedy,1988,121,German,PG,2.95
1020,Tonight range,Horror,2015,138,Japanese,NC-17,1.98
1021,Religious financial,Drama,1997,159,French,PG-13,3.74
1022,Size describe,Drama,1987,145,French,R,2.46
1023,From address,Horror,2000,104,German,G,4.08
1024,Hope once,Comedy,2002,138,Korean,R,3.49
1025,Ever billion glass,Documentary,1982,178,Korean,PG,1.8
1026,Glass new skill,Romance,1989,156,Japanese,G,1.45
1027,Fact school wife sort,Action,1995,139,Hindi,PG-13,1.05
1028,Hour old walk,Drama,1999,117,French,G,2.33
1029,Reality relationship,Horror,1993,129,German,PG-13,3.2
1030,Pay,Comedy,2024,149,Japanese,G,2.51
1031,Place or affect including,Action,1996,81,English,PG-13,1.8
1032,Floor,Sci-Fi,1983,119,Japanese,G,1.27
1033,Foot site business,Sci-Fi,2022,169,Japanese,PG-13,4.46
1034,Later picture value,Action,1998,171,Japanese,R,1.92
1035,Among make,Thriller,2012,150,English,PG-13,2.94
1036,Month especially,Drama,1991,85,German,R,3.24
1037,Deep class government,Action,1982,91,German,PG-13,2.33
1038,Your there,Thriller,1990,62,Spanish,PG-13,2.42
1039,Structure day class,Sci-Fi,1995,124,Spanish,G,3.5
1040,Green common outside,Thriller,1981,180,German,PG-13,1.9
1041,Right security much,Romance,2005,144,Hindi,G,3.92
1042,Deal cost improve,Horror,2006,90,German,PG,2.71
1043,Shoulder,Sci-Fi,2018,102,French,NC-17,1.53
1044,Since garden expect,Comedy,2017,129,Japanese,PG,4.45
1045,Church best,Sci-Fi,2024,150,German,PG,2.72
1046,Practice whom whether,Comedy,2021,179,German,PG,2.27
1047,Provide movement couple develop,Drama,1991,100,Korean,PG,3.91
1048,Believe game market,Romance,2006,112,Spanish,R,3.98
1049,Us door,Sci-Fi,1989,159,Hindi,G,1.53
1050,Summer art myself,Action,2019,138,Spanish,NC-17,3.27
1051,Learn even unit when,Horror,2018,89,Hindi,G,2.44
1052,Blood why,Documentary,1988,124,Korean,NC-17,2.88
1053,Pm himself,Romance,1991,169,French,R,2.9
1054,Lay break,Comedy,1992,88,English,R,4.06
1055,Player,Action,1997,112,Hindi,PG,4.03
1056,Mother water,Drama,1991,178,French,NC-17,2.96
1057,Bad southern,Romance,2009,173,Hindi,R,2.62
1058,North,Action,2018,154,Korean,R,3.88
1059,These individual one,Thriller,2019,180,Japanese,NC-17,3.38
1060,Government road last,Action,2013,73,French,R,4.31
1061,Sea gas manage,Action,1995,126,German,R,4.94
1062,Thank knowledge near,Action,2015,109,German,G,1.76
1063,Quite especially,Documentary,2005,173,Spanish,PG-13,2.85
1064,Final compare,Thriller,1998,138,English,NC-17,4.61
1065,Room travel knowledge,Documentary,2021,117,English,NC-17,1.45
1066,Another project many,Comedy,2005,112,Spanish,R,1.1
1067,Special,Documentary,2017,174,Japanese,PG,4.53
1068,Level character,Drama,1996,101,Japanese,PG,3.87
1069,State how face,Drama,1985,74,Japanese,R,3.54
1070,Effect difference its,Drama,2013,150,French,NC-17,3.45
1071,Herself,Comedy,2004,130,French,G,4.07
1072,Couple need,Romance,2016,171,Japanese,PG,1.65
1073,Guy choose,Comedy,1991,158,Japanese,G,2.68
1074,Cold everybody,Sci-Fi,2008,96,Japanese,PG,1.47
1075,Condition fire however,Comedy,1992,60,German,PG-13,1.05
1076,Have shoulder certain man,Documentary,2011,129,Korean,G,3.43
1077,Social go card,Documentary,1995,87,German,R,2.81
1078,Century up,Documentary,1985,136,German,G,1.98
1079,Walk affect think,Sci-Fi,2019,140,German,PG,1.2
1080,Study,Comedy,1983,143,Spanish,G,1.58
1081,Congress explain will,Action,2022,133,Korean,NC-17,2.19
1082,Bring,Drama,1983,73,French,PG,1.65
1083,One baby feeling toward,Sci-Fi,2019,144,Japanese,NC-17,3.29
1084,Major between form,Comedy,2009,155,German,PG-13,4.73
1085,Billion will,Drama,1999,101,Spanish,R,4.28
1086,High kitchen while,Thriller,2015,68,Spanish,R,1.54
1087,Crime do watch,Sci-Fi,2001,127,French,NC-17,1.84
1088,Paper source professional new,Horror,2019,67,English,NC-17,3.92
1089,Impact avoid,Drama,2010,152,Japanese,NC-17,4.74
1090,Child reduce,Sci-Fi,2007,137,Korean,PG-13,2.04
1091,Benefit care,Romance,1988,138,German,R,3.08
1092,Where young oil fast,Documentary,2011,163,Hindi,NC-17,1.93
1093,Require across,Sci-Fi,1992,60,English,G,2.86
1094,Drug court,Drama,1993,162,German,R,2.66
1095,Night learn involve,Romance,2002,131,Korean,PG,1.05
1096,Attorney she,Horror,2024,96,Spanish,G,2.23
1097,Base scientist just million,Romance,1980,74,Japanese,PG-13,2.37
1098,Best least,Action,1991,84,Spanish,PG-13,4.69
1099,Help likely make,Documentary,2010,162,English,PG,2.93
1100,Indicate base career,Documentary,2014,174,Spanish,R,4.14
1101,Significant federal,Thriller,1983,166,German,PG-13,3.26
1102,Quality,Romance,2015,128,English,PG,3.31
1103,Drive certainly matter,Romance,2002,68,Hindi,PG-13,4.36
1104,Staff interview tree,Romance,2004,140,German,PG,3.28
1105,Guess forget,Thriller,1991,136,English,PG-13,3.82
1106,After,Romance,1982,94,French,G,2.99
1107,Since artist,Horror,2003,117,Korean,PG-13,1.86
1108,Probably,Sci-Fi,1991,74,Spanish,G,4.11
1109,Prove,Drama,2008,124,English,R,4.62
1110,Ok reveal be,Comedy,1992,103,French,NC-17,2.24
1111,Today good,Romance,1989,158,Korean,G,4.29
1112,Year amount,Comedy,1993,152,English,R,2.55
1113,Fly laugh take,Drama,1980,99,English,NC-17,4.49
1114,Best fish,Romance,2009,173,English,G,3.08
1115,Available career write,Sci-Fi,1981,133,Korean,PG-13,3.56
1116,General surface task hotel,Horror,2000,85,Hindi,PG-13,2.11
1117,Message network,Romance,2008,145,English,PG-13,1.6
1118,Sound today,Sci-Fi,1987,61,German,NC-17,3.06
1119,Plant few among step,Horror,2014,104,German,PG-13,2.08
1120,Pass center,Sci-Fi,2016,91,Hindi,G,2.25
1121,Place peace red,Romance,2014,116,English,PG,1.12
1122,Its you employee cultural,Action,1986,109,English,G,2.71
1123,Third mean floor,Comedy,2018,174,German,R,3.47
1124,Rest final,Sci-Fi,2001,164,Hindi,NC-17,1.31
1125,Study wife room,Documentary,2016,76,English,R,1.39
1126,Institution bank operation,Sci-Fi,2023,142,Japanese,R,2.88
1127,Game strong hot,Horror,1989,170,German,PG-13,4.65
1128,Here card fear,Thriller,1991,149,Japanese,PG-13,4.16
1129,That air,Romance,2009,122,English,G,2.9
1130,Say miss,Romance,2010,119,Korean,PG,2.13
1131,Case evening,Romance,2018,133,Hindi,NC-17,1.41
1132,Authority event,Drama,2000,131,Japanese,G,4.17
1133,Side,Documentary,2005,135,French,PG,3.48
1134,The why,Comedy,2010,109,English,PG-13,1.83
1135,Piece green card,Thriller,2007,132,Korean,PG-13,3.18
1136,Drug arm ground job,Horror,1991,144,Japanese,G,3.96
1137,Me page see public,Documentary,1987,135,German,R,2.3
1138,Say natural watch,Drama,2008,82,Spanish,R,1.28
1139,Central shoulder,Drama,2023,164,German,R,2.31
1140,Soldier my tough,Action,1985,87,Korean,PG,4.55
1141,Author big oil,Action,1989,144,Hindi,R,3.13
1142,Specific concern,Thriller,2019,133,French,PG,1.82
1143,Region wrong amount role,Romance,1999,132,Korean,PG-13,4.67
1144,Another single gun,Thriller,2002,71,German,G,3.45
1145,Unit board,Thriller,1988,169,Spanish,G,2.48
1146,Past nice,Action,1980,150,German,PG-13,1.44
1147,American success difficult,Sci-Fi,1981,90,French,NC-17,2.58
1148,Management difference crime majority,Romance,2004,111,French,R,3.18
1149,Behavior mean bag,Comedy,2010,77,Hindi,NC-17,2.54
1150,Recognize put thought find,Romance,2006,79,Spanish,PG,1.54
1151,Hope member,Drama,2021,62,Hindi,R,3.63
1152,Current look so wall,Comedy,1985,77,Japanese,R,4.44
1153,Process during difference,Thriller,2019,83,French,NC-17,2.7
1154,Bed discover plant,Documentary,2004,105,Hindi,PG,2.7
1155,While,Action,2016,123,Korean,PG,3.85
1156,Three argue street,Sci-Fi,2006,178,German,NC-17,2.47
1157,Power dinner,Action,2016,121,Japanese,PG-13,1.45
1158,College authority,Documentary,2024,70,Hindi,NC-17,4.93
1159,Type,Sci-Fi,2009,126,English,NC-17,4.56
1160,Election top somebody,Drama,1995,120,Japanese,G,3.74
1161,Skill every important population,Sci-Fi,2019,66,Spanish,NC-17,4.11
1162,Address feel,Documentary,2009,125,French,NC-17,3.94
1163,Step successful amount,Thriller,2002,162,Spanish,PG-13,1.67
1164,Fire box audience,Sci-Fi,2016,93,English,R,3.31
1165,Treatment choice above,Action,2022,97,Korean,NC-17,1.11
1166,Bring more,Documentary,1985,76,German,G,4.41
1167,With effort,Sci-Fi,1996,76,German,PG-13,2.1
1168,Model exist,Sci-Fi,1980,154,English,NC-17,1.7
1169,I specific allow,Comedy,2022,117,Spanish,PG,2.05
1170,Away,Horror,2011,83,Korean,NC-17,4.45
1171,Strong week,Romance,1985,78,German,PG,4.35
1172,Fact arrive,Thriller,2004,90,Japanese,R,3.9
1173,Professional,Comedy,1993,133,Japanese,PG-13,1.22
1174,Right never,Sci-Fi,1987,66,Hindi,R,2.59
1175,Sell yet different,Sci-Fi,2010,155,Korean,NC-17,1.93
1176,Game front of,Thriller,2010,93,Hindi,NC-17,4.48
1177,Money beat,Action,1998,178,Korean,R,2.53
1178,Both money,Romance,2013,147,English,G,4.67
1179,Among once four,Romance,2007,138,Japanese,PG-13,2.34
1180,Audience data someone,Sci-Fi,1986,92,Japanese,NC-17,2.56
1181,Wonder once sing,Horror,2023,135,Korean,PG,3.08
1182,Box employee heavy,Comedy,2000,130,English,G,4.33
1183,Standard crime body,Action,2006,72,German,G,3.74
1184,Size everyone,Romance,1994,152,Spanish,PG-13,1.77
1185,Mouth fact own sort,Action,2019,71,English,NC-17,3.63
1186,Easy investment front,Horror,2018,141,English,G,1.35
1187,Man girl six,Comedy,2004,144,Korean,NC-17,4.21
1188,Hard type moment already,Comedy,1987,149,Hindi,PG-13,2.18
1189,Back street,Drama,2020,118,Spanish,R,3.77
1190,Help,Romance,1996,80,Korean,G,2.11
1191,Economic with two,Action,2004,109,Spanish,G,2.03
1192,Capital situation particular,Sci-Fi,1991,116,English,R,4.92
1193,Remember,Horror,2019,110,Hindi,R,1.43
1194,Tv half success,Thriller,1993,138,Japanese,G,4.65
1195,Opportunity foot,Sci-Fi,1986,64,English,G,3.29
1196,Size no whether,Sci-Fi,2008,62,French,PG,3.61
1197,Already for,Action,1982,145,French,PG-13,1.61
1198,Red partner,Romance,2005,133,English,NC-17,3.83
1199,Woman sometimes,Documentary,2010,115,French,G,3.16
1200,Civil money fill,Action,2004,148,Korean,R,1.48
1201,Sport,Romance,2001,147,Spanish,R,1.22
1202,Night something,Drama,2003,128,Korean,PG-13,1.32
1203,Response machine activity tend,Documentary,1998,142,Hindi,PG,3.22
1204,Interest turn,Thriller,2022,84,Spanish,R,4.59
1205,Move,Romance,2011,70,Japanese,R,3.94
1206,Structure money,Comedy,1982,84,English,NC-17,1.95
1207,News baby trip,Thriller,1984,161,German,PG-13,3.0
1208,Drug explain,Documentary,1981,64,Spanish,G,2.35
1209,Use reflect specific,Action,2005,75,Hindi,NC-17,2.83
1210,Student lawyer sense,Comedy,2017,89,English,G,3.94
1211,Suddenly,Documentary,2021,62,French,NC-17,1.18
1212,Term specific nothing,Comedy,1980,82,Japanese,G,4.62
1213,Some,Drama,2009,138,Hindi,NC-17,1.26
1214,Education force,Drama,1987,123,German,NC-17,1.88
1215,Movement style,Horror,2007,103,Korean,R,2.3
1216,Exist food,Comedy,2000,167,Korean,PG,4.06
1217,To,Comedy,2001,68,English,PG-13,1.56
1218,Certainly,Thriller,1990,149,Spanish,NC-17,1.66
1219,Loss fund successful,Horror,2017,65,Hindi,G,4.16
1220,Point truth real,Thriller,1990,62,French,G,1.03
1221,Arrive,Comedy,1985,150,Japanese,NC-17,4.55
1222,Easy information large,Thriller,2024,163,Korean,R,3.77
1223,Training onto information,Horror,1989,141,Spanish,NC-17,2.8
1224,Deal administration end,Horror,1991,138,Japanese,G,3.39
1225,Woman south help,Documentary,2019,71,Japanese,PG-13,2.39
1226,Policy include,Action,2015,90,Hindi,G,4.95
1227,Night break,Drama,2019,106,Korean,NC-17,3.03
1228,Just American down rather,Documentary,2020,144,Hindi,PG-13,1.21
1229,Republican agency huge,Drama,1989,147,Korean,R,2.99
1230,Exist the interesting,Comedy,2022,178,English,G,3.58
1231,Almost,Sci-Fi,1993,115,Spanish,PG-13,3.47
1232,Behind prepare,Documentary,1982,73,Japanese,G,4.7
1233,Under process short,Comedy,1990,160,English,R,3.06
1234,Grow ask,Drama,1995,152,French,NC-17,3.32
1235,Avoid table,Thriller,1992,155,Japanese,PG-13,1.92
1236,Any hotel,Drama,2000,89,English,PG,3.95
1237,Similar very,Horror,2004,174,Hindi,G,2.88
1238,Old conference,Documentary,1983,173,French,PG,1.86
1239,Station far billion knowledge,Documentary,1991,109,Spanish,PG,2.83
1240,Animal thing hear,Horror,2020,105,Spanish,PG,2.34
1241,Fill service,Action,2024,132,English,PG-13,1.55
1242,Half it,Documentary,2009,113,Hindi,PG-13,1.88
1243,Structure,Sci-Fi,2018,80,Korean,NC-17,4.62
1244,Once particular,Horror,1985,112,Korean,NC-17,2.96
1245,List water teach,Horror,2017,120,Korean,R,2.12
1246,Break position sometimes,Thriller,1995,91,Spanish,R,3.32
1247,Collection attorney,Comedy,2016,174,English,R,4.92
1248,Race use modern,Action,2010,153,Korean,NC-17,1.13
1249,Kitchen practice,Thriller,2010,163,Korean,G,2.81
1250,Write suggest table,Horror,1985,131,Korean,G,3.77
1251,Stay floor thousand region,Thriller,1993,76,Spanish,PG-13,1.96
1252,Nice product,Drama,1981,121,Japanese,PG-13,1.65
1253,Which,Documentary,2016,155,German,G,4.91
1254,Outside act,Documentary,1988,171,Japanese,R,1.74
1255,Foot box hospital,Romance,2020,119,Japanese,G,4.44
1256,Carry crime,Drama,2004,174,Japanese,PG-13,3.12
1257,Company compare,Sci-Fi,2007,156,Spanish,NC-17,3.17
1258,Certainly,Horror,2023,70,German,PG-13,3.94
1259,Hard,Action,2012,176,Japanese,PG-13,4.55
1260,Democrat candidate military,Drama,2004,106,French,NC-17,1.16
1261,Teacher because,Romance,1991,142,German,G,3.24
1262,Section than organization,Horror,1988,102,Hindi,NC-17,1.45
1263,Boy usually miss other,Documentary,2017,171,Japanese,PG,4.01
1264,Its push,Horror,2000,105,Spanish,NC-17,3.72
1265,Even energy,Sci-Fi,1983,68,Spanish,PG-13,2.81
1266,Education mind plant else,Drama,2010,150,German,NC-17,4.6
1267,Painting fast available,Documentary,2019,107,Korean,G,1.75
1268,In improve back,Documentary,1985,70,French,PG,2.15
1269,Marriage goal wonder,Drama,1986,81,Spanish,G,3.79
1270,Theory follow marriage,Documentary,1989,171,Hindi,NC-17,4.81
1271,Do something return,Action,1998,113,Japanese,NC-17,4.73
1272,Much,Documentary,2002,113,French,G,2.17
1273,Chance,Drama,1981,171,Korean,PG,4.34
1274,Everything difficult large,Romance,2006,134,Spanish,PG-13,2.94
1275,Left color final,Documentary,2009,98,German,PG,4.59
1276,Area law one war,Sci-Fi,1990,161,Spanish,PG,2.94
1277,Prepare product manage,Sci-Fi,1983,78,Spanish,PG-13,2.82
1278,Red toward,Comedy,2019,178,Hindi,NC-17,2.14
1279,Rule,Comedy,2024,175,Japanese,PG,1.65
1280,Memory though,Drama,1982,100,German,PG,2.76
1281,None simply,Romance,1991,86,German,G,3.66
1282,Professional natural stage,Romance,1989,107,French,NC-17,4.9
1283,Face language,Sci-Fi,1987,177,English,R,4.72
1284,Once charge create,Comedy,2009,178,Spanish,PG,1.02
1285,Bad offer,Romance,2021,150,Spanish,R,4.58
1286,Establish Congress,Comedy,2016,153,French,PG-13,3.76
1287,Son tonight,Documentary,1982,77,Japanese,NC-17,1.47
1288,Exactly,Action,2005,139,Korean,PG,2.78
1289,Type,Drama,2000,67,German,PG,3.33
1290,Pretty during,Horror,1997,85,English,G,3.15
1291,Field assume,Documentary,2023,145,English,NC-17,2.58
1292,Many daughter,Documentary,2000,137,German,NC-17,4.77
1293,Able reality eat,Romance,2005,78,Japanese,R,2.48
1294,Organization fall more,Romance,1980,96,Spanish,PG-13,2.23
1295,Expect really reason,Documentary,2015,71,Hindi,R,3.97
1296,These fire because,Thriller,2008,96,Hindi,R,3.91
1297,Great next,Thriller,1988,166,German,NC-17,1.34
1298,Firm dream,Horror,1999,120,Korean,NC-17,4.95
1299,Probably realize,Drama,2017,156,French,G,1.03
1300,Art quite keep hundred,Sci-Fi,2006,82,German,R,3.84
1301,Especially produce,Comedy,1992,83,Korean,R,2.16
1302,Deep maybe,Documentary,1982,165,Korean,PG-13,4.34
1303,Show,Sci-Fi,2011,131,Japanese,R,1.9
1304,Town another read,Action,1989,93,Spanish,R,1.5
1305,Body enough alone,Sci-Fi,2006,82,French,PG,1.11
1306,Environment able television,Sci-Fi,2011,68,German,PG-13,3.32
1307,Ability expect,Thriller,1996,140,Japanese,R,4.9
1308,Exist four reach,Drama,2003,125,Japanese,NC-17,1.07
1309,Every lawyer game,Sci-Fi,1990,134,English,PG,2.28
1310,Sister magazine,Comedy,2002,80,English,PG-13,2.44
1311,Tend price though,Romance,1983,97,Spanish,NC-17,3.56
1312,Shoulder,Drama,2012,84,Korean,PG,4.06
1313,Little hand turn,Comedy,2014,101,Korean,PG-13,4.31
1314,Choose degree,Sci-Fi,1997,147,Japanese,PG-13,1.38
1315,Firm shoulder,Romance,1989,61,Hindi,NC-17,2.13
1316,Staff contain,Documentary,2006,103,Hindi,G,1.87
1317,Floor him,Horror,1992,161,German,NC-17,3.76
1318,Main ten both,Drama,2006,118,English,G,4.28
1319,See baby author,Action,2010,104,Spanish,PG-13,1.56
1320,Size later American,Documentary,2018,126,Korean,PG-13,1.69
1321,Pretty beat,Sci-Fi,1981,155,Korean,G,1.89
1322,Role us three,Comedy,2024,89,Spanish,PG,1.84
1323,Partner cover rate,Drama,2007,148,Korean,G,1.31
1324,I bit,Documentary,2007,65,Hindi,G,1.13
1325,Occur force,Action,2010,75,Spanish,G,1.26
1326,Kind cup,Action,1986,160,English,NC-17,1.82
1327,Possible,Horror,1991,145,Spanish,G,1.36
1328,Place week,Sci-Fi,2017,104,Spanish,PG,4.42
1329,Bag type,Horror,2012,132,English,G,4.28
1330,Soldier always,Action,2013,87,Japanese,PG,4.86
1331,Sense her,Comedy,2014,60,Japanese,G,4.7
1332,Itself call,Documentary,2003,149,German,PG,2.76
1333,Report lawyer,Drama,1991,166,Spanish,R,2.7
1334,Tough add,Horror,2006,74,Korean,PG-13,1.49
1335,Sport run,Drama,2013,77,French,PG-13,3.82
1336,Under that,Action,1985,101,French,G,2.54
1337,Indicate various,Documentary,2018,154,Spanish,R,1.9
1338,Involve deep vote,Thriller,1998,169,French,PG,4.43
1339,Table so author,Documentary,2023,107,Hindi,G,4.99
1340,South environmental interesting,Documentary,2023,73,French,R,3.09
1341,Hospital meeting tough,Drama,1987,78,French,R,3.78
1342,Point black,Drama,1990,68,Spanish,PG,2.35
1343,Certain,Thriller,1987,89,Korean,R,3.9
1344,Read wrong play,Sci-Fi,2017,135,Spanish,R,2.42
1345,Campaign opportunity score,Thriller,2011,125,Spanish,PG,4.07
1346,Attack court give,Drama,1987,92,French,R,1.92
1347,Nearly,Comedy,1981,72,Japanese,G,4.32
1348,Produce standard,Documentary,2023,63,Hindi,R,3.42
1349,Area they do,Romance,1989,98,German,NC-17,1.39
1350,Standard foreign,Drama,2022,156,German,R,4.17
1351,Mrs laugh charge,Horror,1998,144,French,R,3.02
1352,Control piece practice,Romance,2014,129,English,G,4.96
1353,Next second either,Drama,2004,117,Spanish,R,2.77
1354,Low physical deal size,Action,1982,82,German,PG-13,4.54
1355,Allow,Comedy,2011,115,Hindi,PG-13,3.86
1356,Ask chair nearly institution,Documentary,1987,132,Japanese,R,3.64
1357,Standard management,Documentary,2010,131,Korean,PG,3.03
1358,His people edge,Thriller,1996,123,German,R,3.47
1359,Tree because benefit control,Romance,1998,101,English,G,3.36
1360,Grow,Comedy,2003,104,Korean,NC-17,1.11
1361,Anything,Romance,2004,72,French,PG-13,4.97
1362,Field movement,Thriller,2002,67,Japanese,PG,1.99
1363,Drive health,Sci-Fi,2017,70,Japanese,G,4.48
1364,Moment wall interesting,Drama,2001,81,English,NC-17,2.3
1365,Section easy,Documentary,2022,170,French,NC-17,3.06
1366,To reach,Thriller,1997,62,Japanese,R,3.35
1367,Officer he other,Romance,2004,133,French,PG-13,3.29
1368,Increase,Documentary,1986,148,Japanese,PG,2.34
1369,Threat case first,Romance,1990,138,Spanish,PG-13,4.88
1370,Any,Horror,2011,141,Korean,G,4.36
1371,Create attention camera,Horror,1998,93,English,PG-13,4.98
1372,Open,Thriller,1994,139,Japanese,G,3.87
1373,Result happy,Drama,2017,103,Spanish,G,3.27
1374,Send north ask,Documentary,2007,86,Spanish,G,3.61
1375,Education unit purpose if,Sci-Fi,2012,162,Spanish,R,3.65
1376,Benefit music,Romance,1992,113,French,PG-13,3.5
1377,Nature scientist nearly,Documentary,2022,157,German,PG,4.52
1378,Trip,Comedy,2016,123,Hindi,R,2.07
1379,Memory partner,Thriller,2016,153,Japanese,G,3.09
1380,Effect answer best paper,Romance,2009,78,Hindi,PG,3.99
1381,Whose husband concern,Sci-Fi,2007,112,Spanish,G,3.54
1382,Young answer hospital,Thriller,1997,165,Spanish,PG,2.03
1383,Long event,Horror,2005,90,English,PG,1.77
1384,Although especially,Horror,1999,119,French,NC-17,4.97
1385,Choice off evening keep,Thriller,2021,175,English,PG,1.64
1386,Huge especially,Comedy,1981,93,Korean,PG-13,3.63
1387,Production position radio,Comedy,2021,169,English,R,4.13
1388,Upon people,Action,1985,100,German,PG-13,4.47
1389,Less government,Thriller,2003,145,Japanese,G,2.59
1390,Send small,Comedy,1995,74,German,NC-17,4.73
1391,Father minute,Sci-Fi,2011,173,English,PG,3.4
1392,View rise go recently,Romance,2001,166,German,R,4.22
1393,Figure president fill,Horror,2007,87,Hindi,G,1.7
1394,Ready,Sci-Fi,2008,112,Spanish,NC-17,1.22
1395,Not action cultural,Romance,2024,74,Spanish,NC-17,2.7
1396,Surface style win,Horror,1997,172,Korean,PG,2.45
1397,Politics box,Romance,1999,62,Japanese,NC-17,1.14
1398,Site across,Action,2024,177,Korean,PG,2.01
1399,Or,Thriller,1999,141,Japanese,PG-13,4.61
1400,Gun end interest,Drama,2014,170,Hindi,R,2.55
1401,Believe,Thriller,1996,98,English,PG,2.19
1402,Nice loss,Comedy,2008,140,Spanish,R,4.16
1403,Late moment,Sci-Fi,1985,165,Korean,R,2.88
1404,Child,Thriller,2001,151,French,G,4.3
1405,Vote trip,Sci-Fi,2012,68,Spanish,R,3.41
1406,Citizen not deal,Romance,2009,148,English,G,3.57
1407,Finally memory,Comedy,2020,116,Korean,PG,1.01
1408,Effort above technology,Horror,2020,99,Spanish,NC-17,1.33
1409,International likely tough,Comedy,1995,126,Japanese,PG,4.39
1410,Door budget,Thriller,2000,117,French,PG,2.04
1411,Others one,Romance,1998,85,English,R,2.47
1412,Happen race nothing,Thriller,2004,180,Korean,NC-17,1.9
1413,Since when position,Action,2015,142,German,PG,4.63
1414,Fact service,Documentary,1992,93,Japanese,PG,1.2
1415,Attack example understand,Thriller,2018,93,Hindi,G,4.83
1416,Moment,Comedy,2016,75,English,NC-17,2.74
1417,Beyond,Documentary,2023,123,English,PG,3.85
1418,Before increase material stay,Horror,1997,96,Japanese,R,2.53
1419,Relationship Republican,Thriller,1993,136,Hindi,PG-13,3.91
1420,City behavior if,Horror,2006,83,French,PG,1.12
1421,Although laugh first,Sci-Fi,1995,139,French,PG,2.48
1422,Price show station order,Documentary,1985,61,French,PG,4.49
1423,Majority they factor,Thriller,2023,87,Japanese,R,3.83
1424,Simply scene,Sci-Fi,1984,72,German,G,1.21
1425,Fall save,Horror,2010,176,Spanish,NC-17,4.76
1426,Use traditional own,Action,1980,92,German,NC-17,2.52
1427,According,Thriller,2022,107,Hindi,NC-17,1.16
1428,Task wonder,Comedy,1996,81,German,R,4.72
1429,End above seem,Documentary,1988,71,Spanish,NC-17,2.73
1430,Wait other,Sci-Fi,1987,100,English,PG,3.0
1431,Suggest lose start send,Sci-Fi,2003,178,French,PG-13,4.61
1432,Want own,Sci-Fi,2019,166,Korean,PG-13,3.07
1433,Us around wide,Thriller,1990,100,Japanese,R,4.05
1434,Outside short letter,Comedy,2015,169,Japanese,R,1.21
1435,Value production,Comedy,1983,89,Hindi,G,2.88
1436,Sometimes mind,Comedy,2009,115,English,R,1.16
1437,Computer into,Romance,2015,122,French,R,1.45
1438,Project money,Comedy,1987,104,English,PG,4.47
1439,Also buy,Comedy,1990,155,German,PG-13,3.25
1440,On agency policy,Horror,2017,60,German,NC-17,1.72
1441,Free protect mission,Drama,1995,158,French,G,4.55
