log_id,user_id,movie_id,device_id,watch_date,watch_duration,watch_time_slot,liked,rating_given,completed
9749,39391,788,441,2024-06-16,138,Morning,Yes,3,False
9750,4685,894,1623,2024-10-10,166,Morning,No,4,True
9751,10868,120,2430,2025-04-28,171,Morning,No,5,True
9752,9180,1769,2458,2023-11-11,169,Evening,No,1,True
9753,16395,1783,1277,2025-04-15,92,Morning,No,5,False
9754,18027,199,212,2024-12-10,103,Night,No,4,False
9755,20161,1857,434,2024-08-17,23,Afternoon,No,4,False
9756,26175,758,1428,2024-04-27,55,Morning,No,1,False
9757,25248,1649,831,2024-02-18,68,Afternoon,No,1,True
9758,12916,1648,1503,2025-06-20,129,Afternoon,No,2,False
9759,26566,139,2295,2024-10-25,76,Night,No,2,False
9760,17004,1738,622,2025-01-26,41,Afternoon,Yes,5,False
9761,5339,902,1489,2024-02-05,101,Evening,No,4,False
9762,23743,324,1296,2024-04-12,141,Morning,No,3,True
9763,31275,616,739,2025-05-03,140,Night,Yes,5,True
9764,14521,515,1874,2024-04-25,88,Morning,No,3,False
9765,1910,1673,1340,2025-01-13,155,Evening,Yes,4,True
9766,16142,439,789,2024-08-16,92,Night,Yes,1,False
9767,31780,1443,2701,2025-03-08,170,Night,Yes,4,True
9768,18480,1834,2604,2024-12-17,30,Evening,Yes,5,False
9769,29088,1124,1237,2024-11-27,132,Evening,No,2,False
9770,6823,1051,1956,2024-07-02,92,Afternoon,Yes,1,True
9771,25076,299,113,2023-12-31,162,Morning,No,1,True
9772,37825,878,1106,2024-06-17,150,Evening,Yes,4,True
9773,1318,1413,818,2025-03-12,157,Morning,No,4,True
9774,30152,1868,2282,2024-07-16,87,Evening,No,2,False
9775,11544,1119,1543,2024-01-18,47,Morning,Yes,1,False
9776,11727,1039,2216,2024-10-05,80,Evening,Yes,5,False
9777,25475,1789,115,2024-03-01,171,Evening,Yes,1,True
9778,20440,160,2449,2025-02-10,151,Morning,Yes,1,True
9779,5865,1782,2871,2024-07-03,53,Night,Yes,1,False
9780,6661,1798,1221,2023-09-01,139,Morning,Yes,5,True
9781,6878,880,1468,2023-06-28,47,Afternoon,Yes,5,False
9782,38002,1897,803,2023-06-21,113,Morning,No,3,True
9783,27605,1931,1014,2024-10-21,150,Morning,No,4,True
9784,36587,1857,1182,2025-05-16,138,Evening,Yes,1,True
9785,12486,1692,1998,2025-03-12,123,Afternoon,Yes,4,True
9786,25895,1097,1549,2024-04-25,84,Morning,No,1,True
9787,5561,1844,1801,2025-06-08,94,Morning,No,5,False
9788,667,1511,2822,2024-10-21,80,Afternoon,No,3,True
9789,7249,623,2977,2023-08-14,135,Morning,No,1,True
9790,39822,118,2511,2023-08-16,77,Morning,No,4,False
9791,22043,146,55,2023-11-15,60,Evening,No,2,False
9792,4310,382,1065,2024-05-08,40,Night,Yes,2,False
9793,35827,1186,958,2025-05-06,113,Morning,No,5,False
9794,34640,1124,2158,2023-12-25,75,Evening,No,5,False
9795,31410,1462,642,2024-10-09,173,Morning,No,4,True
9796,27269,1051,779,2023-11-20,50,Afternoon,Yes,1,False
9797,1977,1608,2773,2024-11-15,121,Night,No,1,True
9798,32809,1052,1069,2024-04-26,122,Evening,Yes,5,True
9799,37748,782,457,2024-05-22,22,Night,Yes,3,False
9800,8698,1121,2674,2024-06-07,63,Afternoon,No,1,False
9801,23113,1763,1065,2024-03-01,109,Night,Yes,1,True
9802,1474,536,62,2025-05-24,88,Evening,Yes,4,False
9803,14789,31,427,2024-12-29,162,Morning,Yes,3,True
9804,10859,606,987,2023-09-15,149,Afternoon,No,4,False
9805,7947,731,859,2025-06-12,59,Evening,No,1,False
9806,10120,1382,1834,2024-07-14,11,Morning,No,2,False
9807,33679,1292,1336,2024-05-03,43,Morning,Yes,4,False
9808,34265,84,282,2024-03-24,139,Morning,Yes,2,False
9809,17130,1209,1546,2024-07-04,116,Afternoon,Yes,3,True
9810,21891,333,1699,2024-08-21,36,Night,Yes,2,False
9811,25715,918,73,2023-08-02,45,Afternoon,Yes,1,False
9812,16667,849,2547,2025-02-19,72,Afternoon,No,5,False
9813,11496,1369,534,2025-01-29,171,Morning,Yes,1,True
9814,7539,194,1792,2024-06-24,156,Afternoon,Yes,5,True
9815,39846,747,679,2025-02-06,10,Night,No,5,False
9816,29337,1973,1201,2023-07-19,172,Afternoon,No,4,True
9817,749,940,1188,2024-04-13,67,Afternoon,No,4,False
9818,2151,616,1626,2023-12-22,20,Morning,Yes,5,False
9819,34557,662,1532,2024-01-03,151,Afternoon,Yes,1,True
9820,39367,1035,1429,2025-02-08,103,Night,No,5,False
9821,11724,292,560,2023-07-12,111,Afternoon,Yes,4,False
9822,26569,553,1423,2023-10-14,109,Evening,No,5,False
9823,8998,202,1636,2024-01-29,37,Morning,No,3,False
9824,38108,1010,2885,2024-09-02,7,Morning,No,5,False
9825,6227,682,428,2024-11-29,93,Evening,No,5,False
9826,37464,1359,16,2024-08-02,56,Afternoon,No,1,False
9827,20758,704,1015,2024-11-03,131,Night,Yes,2,True
9828,341,1674,204,2024-07-04,127,Morning,Yes,3,True
9829,12960,1833,1689,2023-08-09,30,Evening,No,3,False
9830,30516,1627,2326,2025-01-10,148,Afternoon,Yes,1,False
9831,14658,1462,2241,2024-11-04,41,Evening,No,1,False
9832,35649,616,2708,2024-12-27,78,Afternoon,Yes,2,True
9833,461,192,1481,2024-12-18,16,Morning,No,4,False
9834,192,1799,170,2024-02-27,170,Night,Yes,2,True
9835,12847,607,2063,2023-07-30,63,Evening,Yes,4,True
9836,15956,511,2253,2024-07-13,27,Morning,No,3,False
9837,22362,1158,2201,2024-06-07,162,Night,Yes,3,True
9838,20619,1962,1574,2024-09-25,50,Evening,Yes,1,False
9839,28993,840,307,2024-10-29,102,Evening,No,2,False
9840,3611,481,1130,2024-08-22,50,Afternoon,Yes,1,False
9841,15050,301,939,2025-02-20,163,Morning,Yes,5,True
9842,22671,1221,69,2023-09-10,110,Afternoon,No,3,False
9843,5433,1455,2286,2023-11-16,134,Evening,No,4,True
9844,20214,1319,2546,2025-05-20,179,Afternoon,No,1,True
9845,13851,1118,1028,2023-07-19,171,Morning,No,2,True
9846,11760,1298,993,2025-02-10,173,Evening,Yes,5,True
9847,38815,888,1923,2025-01-30,128,Morning,Yes,5,True
9848,34274,896,60,2024-02-15,128,Night,Yes,5,False
9849,11199,80,2405,2023-12-18,30,Evening,No,5,False
9850,7369,559,1990,2025-04-03,45,Afternoon,No,2,False
9851,38251,186,2571,2025-06-02,93,Afternoon,Yes,3,False
9852,121,116,1252,2025-03-27,56,Morning,No,3,False
9853,34678,596,1007,2024-01-21,95,Night,Yes,5,False
9854,14388,1376,1654,2023-07-19,25,Afternoon,Yes,5,False
9855,21892,1026,394,2023-11-03,126,Night,Yes,2,False
9856,34864,1659,1425,2024-01-08,167,Night,Yes,1,True
9857,22675,1265,130,2024-06-18,123,Afternoon,No,1,True
9858,5285,1850,2883,2025-03-25,70,Night,Yes,3,False
9859,19972,1965,799,2025-01-11,74,Night,No,3,False
9860,2842,1014,309,2025-01-17,107,Afternoon,Yes,3,False
9861,27494,54,1752,2024-08-13,51,Evening,Yes,4,False
9862,12571,1180,1790,2023-12-25,70,Afternoon,No,5,False
9863,9309,94,903,2025-02-20,70,Evening,No,1,False
9864,21655,433,316,2024-10-21,49,Afternoon,No,2,False
9865,36121,466,1101,2024-02-05,16,Morning,No,1,False
9866,7808,469,127,2023-12-08,177,Night,Yes,3,True
9867,36073,623,2519,2024-12-28,174,Morning,No,2,True
9868,20125,15,2249,2025-03-20,38,Morning,Yes,1,False
9869,955,1199,1339,2024-12-04,5,Night,Yes,4,False
9870,22254,1250,912,2024-01-26,43,Afternoon,No,4,False
9871,325,357,238,2024-02-26,30,Morning,No,3,False
9872,12290,1753,388,2025-05-25,163,Night,No,3,True
9873,8841,1035,82,2024-07-21,32,Afternoon,No,3,False
9874,35172,1133,554,2023-10-22,104,Night,No,2,False
9875,14357,1966,2182,2024-05-19,78,Night,No,3,False
9876,25684,381,46,2024-09-05,102,Afternoon,No,4,False
9877,4033,253,60,2025-02-13,25,Afternoon,Yes,4,False
9878,18773,864,1411,2024-10-10,166,Morning,No,4,True
9879,19183,290,2145,2023-08-26,32,Morning,Yes,4,False
9880,27772,1000,2866,2023-08-01,44,Afternoon,Yes,3,False
9881,9091,778,1271,2024-09-16,27,Morning,Yes,1,False
9882,22730,1561,2620,2024-10-09,161,Afternoon,Yes,2,True
9883,21386,264,27,2024-12-20,135,Morning,Yes,2,True
9884,39065,687,2410,2025-02-05,170,Afternoon,No,4,True
9885,34149,1369,347,2024-01-03,131,Morning,No,3,True
9886,15277,699,1500,2023-08-14,117,Afternoon,No,3,True
9887,29796,1270,2342,2024-01-07,153,Morning,No,2,False
9888,18820,773,1533,2025-02-12,38,Night,No,5,False
9889,24087,90,1131,2023-11-21,143,Evening,Yes,1,True
9890,14884,978,233,2023-10-24,6,Morning,Yes,2,False
9891,23594,592,2970,2023-12-29,73,Afternoon,No,1,False
9892,29423,1466,2031,2023-12-20,44,Night,No,1,False
9893,30085,58,238,2024-05-28,91,Afternoon,Yes,4,False
9894,31942,228,1733,2025-06-07,141,Night,Yes,1,True
9895,4938,1763,2067,2024-12-26,15,Evening,No,1,False
9896,6156,1243,216,2024-03-11,77,Evening,Yes,4,True
9897,707,431,177,2023-09-02,166,Afternoon,Yes,3,True
9898,11357,1869,1446,2023-10-17,143,Night,Yes,5,True
9899,7420,807,1299,2024-11-19,146,Evening,Yes,1,True
9900,21523,933,1287,2023-11-25,115,Morning,No,5,True
9901,4317,1046,1400,2024-06-16,151,Morning,No,3,False
9902,2757,10,1057,2024-09-18,135,Morning,No,5,True
9903,14623,1386,993,2025-01-11,10,Afternoon,Yes,4,False
9904,29301,605,1637,2024-09-27,65,Night,Yes,4,False
9905,36078,173,2261,2023-12-25,34,Night,Yes,3,False
9906,4277,1698,414,2023-10-09,37,Afternoon,No,1,False
9907,12365,1429,854,2024-02-05,40,Night,Yes,4,False
9908,31374,1567,197,2025-03-09,135,Afternoon,No,2,True
9909,23843,889,2577,2023-09-05,11,Morning,No,4,False
9910,23771,748,616,2023-12-13,58,Night,No,3,False
9911,10179,1331,1271,2025-04-28,165,Morning,No,1,True
9912,38608,511,1950,2024-04-07,126,Afternoon,Yes,1,False
9913,8575,1855,64,2025-04-11,86,Night,Yes,5,True
9914,5788,1276,1052,2023-11-14,9,Evening,Yes,1,False
9915,32205,445,1675,2024-04-13,105,Evening,No,1,True
9916,11944,1174,2420,2024-11-03,167,Evening,No,3,True
9917,6593,1966,2888,2023-06-25,40,Evening,Yes,5,False
9918,20522,1305,1018,2023-10-23,25,Morning,Yes,5,False
9919,32616,683,2167,2023-12-30,98,Night,Yes,3,False
9920,30994,1446,2891,2025-01-31,18,Evening,Yes,3,False
9921,26863,1724,2294,2023-09-21,115,Night,No,5,False
9922,10832,254,2584,2023-11-29,92,Morning,No,3,True
9923,11652,907,2523,2024-07-31,44,Morning,Yes,3,False
9924,36702,345,1025,2023-10-05,76,Morning,No,5,False
9925,2125,1440,2288,2024-03-17,11,Night,Yes,2,False
9926,31762,1530,2434,2024-09-24,53,Evening,No,5,False
9927,7030,225,2334,2024-10-03,137,Evening,No,1,True
9928,37353,1031,1644,2025-02-09,50,Night,Yes,1,False
9929,27523,1264,2529,2024-07-16,160,Afternoon,No,4,True
9930,32967,1003,432,2023-09-29,90,Evening,No,2,True
9931,1050,1762,1313,2024-10-28,70,Afternoon,Yes,2,False
9932,34874,1997,624,2024-09-09,162,Night,No,1,True
9933,25887,1609,310,2023-12-10,101,Morning,Yes,5,True
9934,25875,1541,1459,2025-01-17,114,Afternoon,No,4,False
9935,30203,603,1627,2025-01-28,103,Night,Yes,5,True
9936,14051,836,1713,2025-02-18,18,Afternoon,No,3,False
9937,28775,1384,2851,2024-06-08,113,Night,Yes,1,True
9938,28996,1900,1238,2024-03-20,49,Evening,No,3,False
9939,36232,464,1150,2023-07-30,146,Morning,Yes,2,True
9940,26233,1649,1321,2024-11-02,37,Evening,Yes,3,False
9941,5358,599,345,2023-12-15,67,Morning,No,2,True
9942,24469,1000,1779,2024-03-17,84,Evening,Yes,1,True
9943,35809,415,1411,2025-03-29,177,Night,No,1,True
9944,19649,636,1288,2024-06-08,69,Morning,No,5,False
9945,25018,886,720,2025-05-05,173,Morning,Yes,4,True
9946,24355,1930,1266,2024-04-05,117,Night,No,3,False
9947,39124,895,1899,2023-08-23,39,Evening,Yes,5,False
9948,30523,484,1228,2023-11-14,20,Night,Yes,4,False
9949,795,12,841,2023-09-19,61,Evening,Yes,4,False
9950,36308,338,2869,2023-10-01,155,Evening,No,5,True
9951,8237,560,454,2023-07-21,126,Night,No,5,True
9952,30678,288,1692,2025-05-26,113,Morning,Yes,4,True
9953,18786,299,1090,2024-04-22,29,Evening,Yes,4,False
9954,9618,47,2759,2024-11-06,39,Evening,No,1,False
9955,27470,812,2465,2024-02-18,146,Afternoon,Yes,4,True
9956,1347,1881,1918,2025-06-11,106,Night,No,5,False
9957,3315,987,712,2023-10-15,36,Afternoon,Yes,5,False
9958,8771,1216,2506,2025-04-21,126,Night,No,3,False
9959,3952,1439,2076,2024-07-26,163,Night,No,3,True
9960,9322,854,2827,2024-08-10,153,Evening,Yes,4,True
9961,18863,1207,444,2025-05-31,78,Afternoon,No,5,False
9962,2206,974,2098,2024-09-29,71,Evening,Yes,2,False
9963,25260,1121,544,2023-12-02,50,Morning,Yes,5,False
9964,2630,1024,1322,2024-06-19,168,Night,No,5,True
9965,29431,455,947,2025-03-06,145,Evening,Yes,4,True
9966,862,1616,836,2023-09-08,115,Evening,No,1,True
9967,28547,489,194,2025-05-30,125,Morning,No,1,True
9968,146,1680,947,2024-11-14,113,Afternoon,Yes,5,False
9969,16659,1809,1084,2024-08-25,74,Afternoon,No,1,False
9970,27783,57,1641,2023-10-30,112,Evening,No,3,False
9971,14182,1016,244,2023-08-28,9,Afternoon,Yes,1,False
9972,2049,1293,422,2023-11-25,141,Afternoon,Yes,2,True
9973,33625,1287,2921,2023-07-09,83,Afternoon,Yes,2,True
9974,10198,1117,2233,2025-04-09,173,Evening,No,5,True
9975,14033,127,1314,2024-04-18,45,Night,Yes,5,False
9976,15701,140,2452,2025-01-13,78,Evening,Yes,2,False
9977,25897,899,1136,2023-09-21,156,Afternoon,Yes,2,True
9978,10939,1111,1276,2023-09-23,157,Afternoon,Yes,4,True
9979,32384,319,2006,2023-08-06,144,Morning,No,5,True
9980,8525,264,2788,2023-12-05,20,Evening,No,2,False
9981,29086,1827,1919,2023-12-27,38,Afternoon,Yes,1,False
9982,29210,1012,1245,2024-10-08,26,Morning,No,4,False
9983,7347,1274,2735,2024-08-13,8,Afternoon,No,1,False
9984,20583,1660,470,2023-06-25,84,Morning,Yes,3,False
9985,34164,1780,379,2023-09-16,59,Morning,No,3,False
9986,29455,1642,2047,2025-06-13,58,Night,Yes,3,False
9987,12931,1602,2841,2024-04-16,85,Evening,No,5,False
9988,5635,1764,274,2023-11-10,180,Afternoon,No,3,True
9989,12197,298,2306,2023-12-02,111,Afternoon,Yes,5,True
9990,19558,375,2328,2024-01-27,96,Morning,No,5,False
9991,22523,1523,2498,2024-10-11,120,Evening,No,1,True
9992,25792,1735,151,2023-10-21,95,Morning,Yes,2,True
9993,1284,293,258,2024-06-20,67,Evening,No,1,False
9994,25717,1920,94,2024-05-03,119,Afternoon,Yes,3,False
9995,23574,1648,2143,2023-11-16,56,Afternoon,Yes,2,False
9996,16384,1931,523,2024-11-01,142,Night,Yes,5,True
9997,22985,211,937,2024-04-19,161,Morning,Yes,2,True
9998,3641,385,2674,2025-05-27,175,Evening,Yes,2,True
9999,35537,11,2211,2025-01-04,166,Morning,No,3,True
10000,25888,466,381,2024-12-04,124,Evening,Yes,3,True
10001,31165,1415,2332,2023-07-31,142,Night,Yes,1,True
10002,9746,1211,1962,2024-07-25,120,Morning,No,4,True
10003,2730,1218,2054,2024-01-19,143,Evening,Yes,2,True
10004,36132,323,73,2023-07-26,115,Afternoon,Yes,1,True
10005,3326,463,1143,2024-01-15,82,Afternoon,Yes,4,False
10006,33126,1724,1694,2025-03-03,91,Night,Yes,5,False
10007,8160,1524,2479,2024-08-06,30,Evening,Yes,3,False
10008,24156,1321,904,2024-07-28,92,Morning,No,5,False
10009,3617,802,1777,2023-10-29,83,Morning,Yes,5,True
10010,1174,1611,35,2025-04-14,151,Evening,Yes,2,True
10011,6781,1077,2819,2023-11-30,53,Afternoon,No,5,False
10012,21094,1104,2470,2024-09-01,153,Night,No,2,True
10013,14333,975,2721,2024-06-11,95,Evening,Yes,3,False
10014,27310,1999,1501,2025-06-17,179,Afternoon,Yes,4,True
10015,28339,582,1260,2024-05-04,131,Morning,No,1,True
10016,1170,13,1460,2024-01-06,98,Afternoon,No,4,False
10017,16362,395,1279,2023-10-14,33,Night,Yes,4,False
10018,13549,1389,2635,2024-07-16,32,Night,Yes,4,False
10019,14971,177,2462,2024-05-01,135,Afternoon,No,1,False
10020,6982,710,2001,2025-06-15,33,Night,No,3,False
10021,8461,1527,2744,2024-12-08,154,Afternoon,No,2,True
10022,12446,1730,332,2024-05-28,10,Afternoon,Yes,2,False
10023,28075,1900,1362,2024-07-20,159,Evening,Yes,2,False
10024,23271,1715,1737,2024-03-12,173,Evening,Yes,5,True
10025,33680,697,913,2023-11-12,102,Night,No,4,False
10026,20630,1113,839,2025-01-10,32,Morning,No,2,False
10027,4902,1302,501,2024-03-25,97,Afternoon,Yes,5,False
10028,33651,270,903,2025-04-13,57,Night,Yes,4,False
10029,27209,1427,2771,2024-06-24,47,Evening,No,4,False
10030,28525,137,2607,2023-11-06,111,Afternoon,No,2,False
10031,313,1657,2766,2023-08-17,48,Night,No,4,False
10032,31433,1215,2540,2025-04-09,93,Morning,No,2,True
10033,8752,1801,963,2024-10-31,79,Afternoon,Yes,5,False
10034,32609,1254,1456,2025-03-08,161,Night,Yes,4,True
10035,31349,961,2381,2024-03-26,159,Evening,No,1,True
10036,36796,834,1066,2024-02-17,126,Night,No,1,True
10037,20272,1095,514,2023-09-18,178,Morning,Yes,5,True
10038,35500,473,85,2024-09-09,116,Morning,Yes,4,False
10039,30027,1418,1925,2024-04-26,77,Night,Yes,2,False
10040,20862,1137,445,2024-08-29,109,Night,Yes,4,False
10041,8844,770,2349,2024-08-19,29,Night,No,3,False
10042,3428,137,1451,2024-10-03,130,Afternoon,Yes,4,False
10043,4858,857,2466,2025-02-06,52,Night,Yes,5,False
10044,18163,55,1311,2023-06-26,116,Afternoon,Yes,2,True
10045,9936,299,1,2024-03-26,82,Night,Yes,5,True
10046,15677,753,614,2024-03-29,128,Night,Yes,1,False
10047,37967,1785,1305,2025-03-24,125,Morning,Yes,3,True
10048,25472,1275,703,2025-02-28,152,Night,No,4,True
10049,26557,864,1635,2025-02-24,70,Afternoon,No,2,False
10050,30745,460,2238,2023-08-28,49,Morning,No,5,False
10051,10926,931,475,2023-08-03,127,Afternoon,No,5,True
10052,20458,119,2233,2025-04-18,50,Evening,No,1,False
10053,29432,71,2316,2024-04-25,156,Morning,Yes,5,True
10054,4239,22,82,2024-09-12,117,Afternoon,Yes,5,True
10055,1297,380,1191,2023-09-11,44,Afternoon,Yes,4,False
10056,10322,298,2064,2024-08-06,42,Evening,No,3,False
10057,26574,284,580,2023-07-26,92,Evening,Yes,3,True
10058,22489,1876,1549,2023-09-21,124,Night,Yes,4,True
10059,21258,1528,1232,2025-01-06,178,Night,Yes,2,True
10060,478,1467,421,2024-07-28,74,Night,Yes,5,False
10061,4112,138,1684,2023-10-20,178,Morning,Yes,3,True
10062,37768,1474,2675,2025-04-06,66,Evening,Yes,5,False
10063,4376,1520,347,2024-08-05,62,Morning,Yes,5,False
10064,5471,1279,2901,2025-01-10,112,Night,No,3,False
10065,8009,1190,2348,2024-04-09,19,Afternoon,Yes,3,False
10066,26802,740,1882,2025-05-27,39,Morning,No,5,False
10067,13813,995,1710,2025-03-19,9,Evening,Yes,5,False
10068,8637,1727,863,2024-07-14,70,Night,Yes,5,False
10069,23160,1349,321,2024-08-22,169,Morning,No,3,True
10070,39414,867,1152,2024-09-01,18,Evening,No,3,False
10071,7588,195,2188,2025-04-30,74,Afternoon,No,3,False
10072,15798,1407,2546,2023-08-09,93,Afternoon,Yes,2,False
10073,18838,1764,423,2023-10-19,88,Afternoon,No,2,True
10074,9315,1015,557,2023-11-05,112,Night,No,1,False
10075,40000,1920,628,2023-10-23,79,Night,No,2,False
10076,39971,185,982,2024-06-23,26,Morning,No,1,False
10077,30025,237,906,2024-08-09,161,Night,Yes,4,True
10078,5745,556,813,2023-08-18,175,Afternoon,Yes,5,True
10079,4185,88,99,2024-06-17,177,Night,Yes,5,True
10080,33606,1278,773,2024-02-21,35,Afternoon,No,1,False
10081,31367,307,2408,2025-05-14,84,Evening,Yes,5,False
10082,39743,922,163,2024-01-12,73,Afternoon,Yes,1,False
10083,516,1528,1512,2024-09-29,9,Night,No,1,False
10084,28504,1876,2334,2025-06-18,136,Night,Yes,5,True
10085,3009,1631,1448,2023-12-02,70,Evening,No,1,False
10086,5212,146,48,2025-04-14,96,Evening,Yes,4,False
10087,8776,456,1584,2024-11-29,133,Night,No,2,True
10088,12983,783,2810,2025-02-14,25,Afternoon,Yes,5,False
10089,15040,136,469,2025-02-23,101,Night,Yes,5,True
10090,27951,1564,2037,2023-09-07,140,Morning,No,5,True
10091,29629,1974,1349,2025-06-14,142,Night,Yes,1,True
10092,15846,167,2913,2023-12-13,151,Morning,Yes,1,True
10093,38208,72,1154,2023-09-29,147,Afternoon,Yes,4,False
10094,6666,1754,2351,2023-12-04,100,Afternoon,Yes,2,False
10095,38858,285,2145,2024-10-24,12,Morning,No,3,False
10096,1861,1515,2591,2025-01-14,159,Night,Yes,5,True
10097,8112,1369,1873,2025-04-08,28,Evening,Yes,3,False
10098,37703,741,2026,2024-08-30,177,Night,No,3,True
10099,28261,435,2926,2025-02-09,179,Night,No,5,True
10100,12239,1267,479,2025-03-31,178,Evening,Yes,1,True
10101,13072,112,719,2024-09-10,12,Evening,Yes,5,False
10102,4086,1707,453,2024-10-07,74,Morning,No,4,False
10103,21716,754,2247,2024-10-03,43,Afternoon,No,4,False
10104,28390,217,1727,2024-05-12,104,Morning,No,3,True
10105,24308,640,2028,2023-07-15,72,Evening,No,5,False
10106,20874,345,2577,2024-01-25,176,Afternoon,No,4,True
10107,19937,242,2656,2023-08-18,88,Afternoon,Yes,1,False
10108,39332,301,298,2024-04-30,70,Night,No,1,True
10109,15542,188,1436,2025-02-13,57,Night,No,4,False
10110,15294,1609,624,2024-03-13,10,Afternoon,No,2,False
10111,30812,1043,927,2023-10-01,105,Afternoon,No,3,True
10112,6949,1559,2583,2024-07-04,78,Afternoon,Yes,3,False
10113,16245,448,59,2024-04-12,117,Night,No,2,True
10114,28107,1234,554,2025-03-16,86,Afternoon,Yes,2,False
10115,27765,1183,867,2023-10-23,90,Afternoon,Yes,1,True
10116,11671,980,1297,2024-02-04,48,Evening,No,3,False
10117,14574,1066,646,2025-04-27,177,Night,No,3,True
10118,15799,249,2658,2024-02-21,6,Afternoon,No,1,False
10119,26192,1211,151,2024-09-12,142,Night,Yes,2,True
10120,2653,569,1036,2025-04-04,56,Evening,No,3,False
10121,30663,331,1266,2023-07-15,58,Night,No,3,False
10122,22465,374,2513,2023-09-02,48,Evening,No,2,False
10123,13733,1352,743,2024-03-10,101,Morning,Yes,5,False
10124,39652,1263,2720,2023-08-12,100,Afternoon,Yes,4,False
10125,30466,1964,2122,2023-11-28,103,Evening,No,5,True
10126,24913,691,2422,2024-06-16,135,Afternoon,Yes,5,True
10127,28630,1982,838,2023-10-09,62,Evening,Yes,5,False
10128,31403,364,1716,2025-05-01,119,Evening,Yes,4,True
10129,32910,949,2127,2024-06-13,13,Evening,Yes,5,False
10130,2437,1111,1080,2024-10-26,35,Evening,Yes,5,False
10131,18199,409,2113,2024-08-30,57,Evening,Yes,5,False
10132,18197,1782,1778,2024-02-05,83,Afternoon,No,3,False
10133,28990,1946,916,2023-11-11,76,Evening,No,1,False
10134,3884,832,1893,2023-07-02,140,Evening,No,3,True
10135,22483,1911,754,2025-01-02,28,Evening,Yes,5,False
10136,33117,1881,1484,2024-12-19,175,Night,No,1,True
10137,9287,156,1775,2025-03-20,68,Afternoon,No,5,False
10138,32905,1835,1061,2024-08-02,94,Afternoon,No,1,False
10139,18196,1609,1956,2024-08-07,152,Night,No,4,True
10140,29574,277,2976,2024-06-29,171,Afternoon,Yes,5,True
10141,2084,1254,37,2024-10-17,105,Afternoon,Yes,4,False
10142,12361,1643,2154,2025-05-11,154,Morning,Yes,3,False
10143,20064,578,1884,2024-09-20,154,Evening,No,3,True
10144,39319,1739,698,2024-09-16,143,Evening,No,3,False
10145,12112,177,676,2023-11-20,132,Night,Yes,3,False
10146,39667,1079,2646,2024-10-29,99,Morning,Yes,5,False
10147,15145,162,1492,2023-12-20,29,Afternoon,Yes,1,False
10148,999,1061,1699,2024-09-12,15,Morning,No,2,False
10149,14180,91,1874,2023-10-31,152,Afternoon,No,5,True
10150,11994,150,956,2025-06-10,139,Night,Yes,1,True
10151,24685,1345,963,2025-01-19,20,Night,Yes,4,False
10152,38009,1497,2948,2025-01-17,52,Morning,Yes,2,False
10153,28122,1068,2212,2023-07-08,52,Morning,Yes,5,False
10154,3418,1547,2709,2024-11-08,94,Afternoon,No,5,False
10155,13536,419,2924,2025-01-28,69,Evening,Yes,2,False
10156,35445,1376,2193,2024-03-05,29,Evening,No,2,False
10157,7533,325,2658,2024-08-07,116,Afternoon,Yes,1,True
10158,39353,1972,2626,2025-04-21,66,Night,No,1,False
10159,35888,376,2769,2025-01-26,129,Night,Yes,2,True
10160,25750,1430,2801,2024-05-05,49,Morning,No,4,False
10161,6496,1755,2784,2024-08-22,174,Morning,Yes,1,True
10162,33288,738,617,2024-01-02,94,Night,No,5,False
10163,30428,383,2664,2023-09-16,76,Morning,No,3,False
10164,2268,317,619,2023-10-07,125,Afternoon,Yes,1,True
10165,16177,700,1163,2023-10-29,55,Afternoon,No,2,False
10166,6749,382,2369,2025-01-28,87,Afternoon,No,3,False
10167,1958,761,226,2025-01-09,88,Morning,Yes,5,False
10168,29878,1122,786,2024-03-07,124,Night,Yes,1,True
10169,7590,269,315,2023-08-15,39,Morning,No,5,False
10170,33211,848,869,2025-03-04,78,Morning,Yes,2,True
10171,22171,563,1757,2023-09-09,144,Afternoon,No,1,True
10172,22821,1935,1198,2024-01-22,135,Night,Yes,5,False
10173,26516,923,890,2024-08-19,112,Evening,No,1,False
10174,30656,1540,2695,2024-04-14,14,Morning,No,4,False
10175,26925,47,703,2025-05-21,159,Night,No,4,True
10176,9410,1805,1342,2024-03-21,51,Night,Yes,4,False
10177,39976,1096,33,2023-12-21,156,Evening,No,4,True
10178,37813,1455,2065,2024-07-19,172,Morning,No,5,True
10179,25583,889,919,2024-07-10,164,Afternoon,Yes,3,True
10180,12677,1998,1829,2024-09-16,17,Morning,No,2,False
10181,20248,102,1136,2024-01-10,33,Night,Yes,5,False
10182,29129,453,1733,2024-03-04,167,Afternoon,Yes,1,True
10183,22945,568,2019,2024-05-12,87,Night,Yes,1,False
10184,21412,755,2008,2024-09-25,43,Afternoon,No,1,False
10185,9399,724,814,2024-11-29,152,Night,No,4,True
10186,622,1632,771,2024-02-24,63,Morning,No,5,False
10187,31290,1413,1268,2025-04-14,24,Morning,Yes,2,False
10188,38641,641,547,2024-02-13,32,Afternoon,No,2,False
10189,24478,481,641,2024-03-11,17,Morning,Yes,2,False
10190,32034,1263,2815,2024-06-05,151,Evening,Yes,5,False
10191,1494,880,861,2025-04-07,109,Afternoon,No,2,True
